name,split,video_folder,relative_video_path,rep_count,status,frames_total,frames_valid,valid_ratio,mean_conf,width,height,duration_sec,fps,orientation,issue_tags,severity,video_path,contact_sheet
stu5_67.mp4,train,train,train/stu5_67.mp4,16.0,ok,1049,1049,1.000000,0.902468,1280,720,35.002,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_67.mp4,
stu3_68.mp4,train,train,train/stu3_68.mp4,17.0,ok,1499,1452,0.968646,0.907968,1280,720,50.017,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_68.mp4,
stu6_59.mp4,train,train,train/stu6_59.mp4,10.0,ok,480,480,1.000000,0.911922,640,360,20.020,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_59.mp4,
stu10_65.mp4,train,train,train/stu10_65.mp4,4.0,ok,672,671,0.998512,0.912822,640,360,28.000,24.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu10_65.mp4,
stu5_69.mp4,train,train,train/stu5_69.mp4,10.0,ok,839,839,1.000000,0.913188,640,360,27.995,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_69.mp4,
stu9_66.mp4,train,train,train/stu9_66.mp4,35.0,ok,1800,1800,1.000000,0.917310,406,720,60.001,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_66.mp4,
stu7_64.mp4,train,train,train/stu7_64.mp4,11.0,ok,1032,1032,1.000000,0.923652,640,360,43.000,24.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_64.mp4,
stu4_70.mp4,valid,valid,valid/stu4_70.mp4,44,ok,1800,1798,0.998889,0.927141,960,720,60.002,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu4_70.mp4,
stu4_71.mp4,train,train,train/stu4_71.mp4,36.0,ok,2100,2079,0.990000,0.932188,960,720,70.009,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_71.mp4,
stu1_72.mp4,train,train,train/stu1_72.mp4,21.0,ok,1439,1370,0.952050,0.932872,640,360,60.018,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu1_72.mp4,
stu6_67.mp4,train,train,train/stu6_67.mp4,20.0,ok,1275,1275,1.000000,0.937115,640,360,51.000,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_67.mp4,
val1250.mp4,train,train,train/val1250.mp4,4.0,ok,300,300,1.000000,0.937672,640,360,10.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/val1250.mp4,
stu3_70.mp4,train,train,train/stu3_70.mp4,12.0,ok,500,500,1.000000,0.939809,640,360,20.000,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_70.mp4,
stu4_61.mp4,train,train,train/stu4_61.mp4,10.0,ok,1620,1620,1.000000,0.941500,1280,720,54.018,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_61.mp4,
stu8_59.mp4,train,train,train/stu8_59.mp4,10.0,ok,1200,1200,1.000000,0.942516,1280,720,40.016,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_59.mp4,
stu9_69.mp4,train,train,train/stu9_69.mp4,21.0,ok,2550,2550,1.000000,0.944554,1280,720,85.001,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_69.mp4,
stu10_69.mp4,valid,valid,valid/stu10_69.mp4,39,ok,1920,1918,0.998958,0.948322,960,720,64.019,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu10_69.mp4,
stu6_61.mp4,valid,valid,valid/stu6_61.mp4,19,ok,1680,1680,1.000000,0.950615,406,720,56.002,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu6_61.mp4,
stu7_66.mp4,valid,valid,valid/stu7_66.mp4,13,ok,990,990,1.000000,0.950833,640,360,33.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu7_66.mp4,
stu6_60.mp4,train,train,train/stu6_60.mp4,35.0,ok,1740,1740,1.000000,0.950839,406,720,58.016,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_60.mp4,
stu8_66.mp4,train,train,train/stu8_66.mp4,5.0,ok,719,705,0.980529,0.951169,640,360,23.991,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_66.mp4,
stu4_72.mp4,train,train,train/stu4_72.mp4,3.0,ok,600,600,1.000000,0.951342,640,360,20.020,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_72.mp4,
stu9_63.mp4,train,train,train/stu9_63.mp4,20.0,ok,1350,1334,0.988148,0.951697,640,360,45.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_63.mp4,
stu7_68.mp4,train,train,train/stu7_68.mp4,20.0,ok,900,900,1.000000,0.952080,640,360,36.000,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_68.mp4,
stu3_65.mp4,train,train,train/stu3_65.mp4,6.0,ok,1109,1109,1.000000,0.953710,640,360,37.004,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_65.mp4,
train3946.mp4,valid,valid,valid/train3946.mp4,2,ok,300,300,1.000000,0.953799,640,360,10.010,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/train3946.mp4,
stu9_68.mp4,train,train,train/stu9_68.mp4,20.0,ok,1350,1350,1.000000,0.957158,640,360,45.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_68.mp4,
stu9_65.mp4,train,train,train/stu9_65.mp4,24.0,ok,1648,1648,1.000000,0.957228,640,360,54.988,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_65.mp4,
train3932.mp4,train,train,train/train3932.mp4,2.0,ok,300,300,1.000000,0.958024,640,360,10.010,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train3932.mp4,
stu2_72.mp4,train,train,train/stu2_72.mp4,12.0,ok,779,779,1.000000,0.958180,640,360,25.993,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_72.mp4,
stu4_67.mp4,train,train,train/stu4_67.mp4,9.0,ok,1289,1289,1.000000,0.958310,640,360,43.010,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_67.mp4,
stu3_69.mp4,train,train,train/stu3_69.mp4,10.0,ok,450,450,1.000000,0.958687,406,720,15.000,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_69.mp4,
stu1_68.mp4,train,train,train/stu1_68.mp4,20.0,ok,936,936,1.000000,0.959614,640,360,39.039,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu1_68.mp4,
stu1_67.mp4,train,train,train/stu1_67.mp4,20.0,ok,1079,1079,1.000000,0.961414,640,360,45.003,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu1_67.mp4,
stu7_67.mp4,train,train,train/stu7_67.mp4,29.0,ok,1601,1601,1.000000,0.962550,1280,720,67.025,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_67.mp4,
stu6_66.mp4,train,train,train/stu6_66.mp4,21.0,ok,1620,1620,1.000000,0.962749,640,360,54.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_66.mp4,
stu5_63.mp4,train,train,train/stu5_63.mp4,21.0,ok,960,960,1.000000,0.963324,640,360,32.000,30.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_63.mp4,
stu3_66.mp4,valid,valid,valid/stu3_66.mp4,9,ok,720,720,1.000000,0.964141,1280,720,30.030,23.976,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu3_66.mp4,
stu9_67.mp4,valid,valid,valid/stu9_67.mp4,0,ok,275,275,1.000000,0.965962,1280,720,11.011,25.000,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/valid/stu9_67.mp4,
stu8_69.mp4,train,train,train/stu8_69.mp4,19.0,ok,1229,1229,1.000000,0.967665,1280,720,41.018,29.970,landscape,,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_69.mp4,
stu7_62.mp4,train,train,train/stu7_62.mp4,9.0,ok,745,745,1.000000,0.967778,406,720,25.007,29.796,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_62.mp4,
stu3_60.mp4,train,train,train/stu3_60.mp4,4.0,ok,210,210,1.000000,0.967911,406,720,7.008,30.000,portrait,portrait_framing,ok,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu3_60.mp4,
